timestamp,src_ip,dst_ip,src_port,dst_port,seq,ack,payload_len,inter_arrival_time,jitter,retransmission_rate,duplicate_ack_count,rtt_estimate,retransmission,lost_segment,duplicate_ack,packet_lost
1771738556.601874,10.0.0.1,10.0.0.2,57098,5001,632837,29,1448,2.1457672119140625e-06,0.011712666326443409,0.2,0.0,0.014236927032470703,0,0,0,0
1771738557.209208,10.0.0.1,10.0.0.2,57098,5001,634285,29,1448,0.6073338985443115,0.26429476286914305,0.2,0.0,0.014236927032470703,0,0,0,0
1771738557.249403,10.0.0.1,10.0.0.2,57098,5001,635733,29,1448,0.04019498825073242,0.2630702271803767,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.249406,10.0.0.1,10.0.0.2,57098,5001,637181,29,1448,3.0994415283203125e-06,0.2646095155948637,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.289497,10.0.0.1,10.0.0.2,57098,5001,640077,29,1448,0.04009079933166504,0.26339692688411465,0.1,0.0,0.014236927032470703,0,1,0,1
1771738557.2895,10.0.0.1,10.0.0.2,57098,5001,641525,29,1448,3.0994415283203125e-06,0.2633968024030988,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.329576,10.0.0.1,10.0.0.2,57098,5001,638629,29,1448,0.04007601737976074,0.02197330875093871,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.32958,10.0.0.1,10.0.0.2,57098,5001,642973,29,1448,4.0531158447265625e-06,0.0219527158134696,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.369673,10.0.0.1,10.0.0.2,57098,5001,644421,29,1448,0.04009294509887695,0.021954370262743435,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.369775,10.0.0.1,10.0.0.2,57098,5001,645869,29,1448,0.00010204315185546875,0.021935275916800962,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.370819,10.0.0.1,10.0.0.2,57098,5001,647317,29,1448,0.0010440349578857422,0.021748981894582187,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.410865,10.0.0.1,10.0.0.2,57098,5001,650213,29,1448,0.040045976638793945,0.021740761851749963,0.0,0.0,0.014236927032470703,0,1,0,1
1771738557.410868,10.0.0.1,10.0.0.2,57098,5001,651661,29,1448,2.86102294921875e-06,0.021740984664295457,0.0,0.0,0.014236927032470703,0,0,0,0
